phylum,class,order,family,genus
Bacillota,Clostridia,Christensenellales,Aristaeellaceae,UBA2862
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,W0P33-017
Desulfobacterota_G,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,MWEV01
Actinomycetota,Thermoleophilia,Solirubrobacterales,70-9,CAIUSP01
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,CAKXIK01
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,JAJZVW01
Vulcanimicrobiota,JABDET01,JABDET01,JABDET01,JAKAVV01
Omnitrophota,Koll11,Tantalellales,Tantalellaceae,JADFYD01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Actinoallomurus
Bacillota,Peptococcia,Peptococcales,Desulfonisporaceae,Desulfonispora
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paenirhodobacter
Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Tumidithrix
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAHELH01
Pseudomonadota,Alphaproteobacteria,Oceanibaculales,Oceanibaculaceae,Oceanibaculum
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Winkia
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava
Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,UBA1181
Desulfobacterota_B,Binatia,Bin18,Bin18,Bin18
Myxococcota,Polyangia,Palsa-1104,Palsa-1104,JANWLJ01
Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA2999,Gp6-AA45
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Balneatricaceae,Motiliproteus
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Parazoarcus
Patescibacteriota,SICC01,SICC01,SICC01,JALYJZ01
Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella_F
Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,DTKY01
Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerobacaceae,Anaerobaca
Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium
Chloroflexota,Anaerolineae,JAAEKA01,JAAEKA01,JAAEKA01
Bacteroidota,Bacteroidia,Bacteroidales,VadinHA17,LD21
Vulcanimicrobiota,Xenobia,Xenobiales,Xenobiaceae,Xenobium
Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,UTCHB3
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,GCA-2722955
Pseudomonadota,Gammaproteobacteria,Burkholderiales,SG8-41,PALSA-1004
Zhuqueibacterota,Zhuqueibacteria,Zhuqueibacterales,Geothermadaptataceae,Bioreactorimicrobium
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JBCBCN01
Myxococcota,Polyangia,Polyangiales,SG8-38,JADJJE01
Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Dermatophilus
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter
Verrucomicrobiota,Verrucomicrobiia,Palsa-1439,Palsa-1439,Palsa-1439
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,DJVA01
Chloroflexota,Chloroflexia,Thermomicrobiales,UBA6265,JACCYX01
Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_F
Bacillota,Bacilli,Bacillales_A,Planococcaceae,Sporosarcina
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Aerosakkonemataceae,Microseira
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Onthomonas
Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,Longimicrobiaceae,Longimicrobium
Patescibacteriota,Dojkabacteria,J137,J137,JANWZV01
Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NORP36
Bacillota,Clostridia,Christensenellales,CAG-138,Aphodomorpha
Chloroflexota,Dehalococcoidia,Dehalococcoidales,UBA1222,SURF-27
Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A
Bacillota,Bacilli,RFN20,CAG-826,Alloenteromonas
Bacillota,Clostridia,Christensenellales,CAG-1252,CAG-1252
Armatimonadota,HRBIN17,HRBIN17,HRBIN17,Caldisaccharidevorator
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Colivivens
Armatimonadota,Armatimonadia,Armatimonadales,Capsulimonadaceae,Capsulimonas
Actinomycetota,Acidimicrobiia,Acidimicrobiales,JAUJNH01,JAUJNH01
Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Terrimicrobiaceae,UBA967
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Ketobacteraceae,GCA-2748575
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,JAJXVA01
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetovibrionaceae,JANLGW01
Armatimonadota,Hebobacteria,Hebobacterales,Hebobacteraceae,S016-27
Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,UBA3796
Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sva-25
Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,UBA2377
Patescibacteriota,Doudnabacteria,UBA920,UBA920,UBA920
Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,UBA1309
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,PZPK01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,JACRAR01
Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,VGSG01
Chloroflexota,Anaerolineae,JAAYZQ01,JAAYZQ01,JAFGIA01
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,DASXAN01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,J085
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tamlana_A
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Zhengella
Actinomycetota,Coriobacteriia,Coriobacteriales,CADBOM01,CAVLCC01
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Fen-1231
Desulfobacterota_B,Binatia,Binatales,Binataceae,JADMIL01
Bdellovibrionota_B,UBA2361,SZUA-149,SZUA-149,SZUA-149
Bacillota,Clostridia,TANB77,CAG-508,UMGS1933
Nitrospirota,Thermodesulfovibrionia,UBA6902,JAJYJJ01,JAJYJJ01
Acidobacteriota,Thermoanaerobaculia,UBA5066,Gp7-AA6,JALYUA01
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,SIG607
Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,JALEVB01
Verrucomicrobiota,Lentisphaeria,Oligosphaerales,CAITYL01,CAITSE01
WOR-3,WOR-3,B3-TA06,B3-TA06,B3-TA06
Actinomycetota,Humimicrobiia,Humimicrobiales,Humimicrobiaceae,JAQVEM01
Bacillota,Bacilli,RF39,UBA660,MGBC108787
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Schleiferilactobacillus
Pseudomonadota,Alphaproteobacteria,SHNJ01,SHNJ01,SHNJ01
Vulcanimicrobiota,Vulcanimicrobiia,Vulcanimicrobiales,Vulcanimicrobiaceae,Cybelea
Bacteroidota,Bacteroidia,NS11-12g,UBA955,VMCP01
Joyebacterota,Joyebacteria,Joyebacterales,Joyebacteraceae,WJLY01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,UBA7434,UBA7434
Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Enterobacteriaceae_A,Buchnera_D
Chloroflexota,Dehalococcoidia,SAR202,G963668185,G963668185
Bacteroidota,Bacteroidia,Bacteroidales,P3,Pullibacteroides
Pseudomonadota,Alphaproteobacteria,Micavibrionales,UBA2020,JAEXMB01
Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Aridibacter
Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium_T
Chloroflexota,Dormibacteria,Dormibacterales,Dormibacteraceae,CF-161
Acidobacteriota,Vicinamibacteria,Vicinamibacterales,SCN-69-37,SYFT01
Armatimonadota,Fimbriimonadia,Fimbriimonadales,ATM1,ATM1
Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella_H
Pseudomonadota,Gammaproteobacteria,Nevskiales,Oceanococcaceae,Oceanococcus
Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,Anaerococcus
Bdellovibrionota_B,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Poriferisodalaceae,UBA9040
Patescibacteriota,Microgenomatia,2-02-FULL-39-11,2-02-FULL-39-11,2-02-FULL-39-14
Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,CANFDS01
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,WRMH01
Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA5852,JABZFP01
Pseudomonadota,Alphaproteobacteria,RF32,CAG-239,Scatacola_A
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylopumilus_A
Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,CAKRPJ01
Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,S012-113
Patescibacteriota,Minisyncoccia,UBA6257,UBA6257,JAKJEG01
Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Persephonella
Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Isoptericola
Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,JAAXQD01
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia
Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756
Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulforhabdus
Caldisericota,Caldisericia,JAAYUI01,JAAYUI01,JAAYUI01
Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria_A
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Arcanobacterium_A
Bacteroidota_A,Ignavibacteria,SJA-28,B-1AR,CAIKZJ01
Bacteroidota,Bacteroidia,AKYH767-A,OLB10,JAJTFW01
Bacillota,Clostridia,Christensenellales,Pumilibacteraceae,CAG-552
Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium_AX
Pseudomonadota,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAXHMR01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,VFJL01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,JAENVT01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAPFGP01
Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Polymorphospora
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Umezakia
Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,JBBRCX01
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,JAJXXT01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,CAHJXF01
Bacillota,Clostridia,Christensenellales,UBA3700,Ornithoclostridium
Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula
Bacteroidota_A,Kapaibacteriia,Kapaibacteriales,UBA2268,JAAYTD01
Bacteroidota,Bacteroidia,Bacteroidales,JAGOPY01,JAGOPY01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Oxalobacter
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,SSSZ01
Bacillota,Clostridia,Christensenellales,UBA1242,UMGS1470
Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,JAEWYL01
Bacteroidota,Bacteroidia,Flavobacteriales,Sanyastnellaceae,UBA8752
Bacillota,Clostridia,Saccharofermentanales,UBA5734,JAXGXQ01
Bacillota,Clostridia,Christensenellales,UBA1242,Onthoplasma
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,HGM13006
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,RUG592
Pseudomonadota,Gammaproteobacteria,Acidiferrobacterales,Sulfurifustaceae,CAKKRZ01
Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium_X
Spirochaetota,Spirochaetia,Treponematales,Breznakiellaceae,WQXQ01
Pseudomonadota,Alphaproteobacteria,HIMB59,HIMB59,HIMB59
Patescibacteriota,Minisyncoccia,UBA9973,PALSA-1337,C7867-002
Spirochaetota,Leptospiria,Leptospirales,Leptonemataceae,UBA3465
Synergistota,Synergistia,Synergistales,79-D21,79-D21
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,JABABD01
Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Phycicoccus_A
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Trichormus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
Bacteroidota,Bacteroidia,Flavobacteriales_B,Blattabacteriaceae,Blattabacterium
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Methylopilaceae,Methylopila
Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia_A
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Xenophilus
Desulfobacterota_B,Binatia,UBA1149,UBA1149,UBA1149
Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,CADCVQ01
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JAJRRS01
Patescibacteriota,Patescibacteriia,UBA9934,UBA9934,UBA11707
Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Marithrix
Bacillota,Bacilli,RF39,UBA660,CAJOJO01
Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,JAWLGC01,JAWLGC01
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,UBA1100,UBA1100
Chloroflexota,UBA11872,UBA11872,UBA11872,UBA11872
Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,GCA-2733885
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter_A
Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,Sulfomarinibacter
Chloroflexota,Dehalococcoidia,Tepidiformales,Tepidiformaceae,PNKC01
Patescibacteriota,Minisyncoccia,UBA9973,UBA918,OLB19
Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,JAIPAN01
Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,UBA1829
Pseudomonadota,Gammaproteobacteria,Burkholderiales,SG8-41,UBA5216
Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,JAJTCL01
Bacteroidota,Bacteroidia,Bacteroidales,VadinHA17,UBA9300
Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,IMCC26134_A
Chloroflexota,Limnocylindria,QHBO01,QHBO01,CF-167
Bacteroidota,Bacteroidia,Flavobacteriales,JAADED01,WGBX01
Bacteroidota,Bacteroidia,Bacteroidales,WCHB1-69,JAGVVH01
Bacteroidota,Bacteroidia,Bacteroidales,JAOZVK01,JAOZVK01
Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter_J
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Exercitatus
Bacillota,Clostridia,Christensenellales,Aristaeellaceae,Avichristensenella
Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Jeotgalibaca
Pseudomonadota,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA685
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Haematospirillum
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Laribacter
Chloroflexota,Dehalococcoidia,UBA2979,UBA2979,SHYR01
Chloroflexota,Dehalococcoidia,SM23-28-2,RBG-16-64-32,JADFNQ01
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJLQ01
Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,CAJCBL01
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lentibacter
Actinomycetota,Acidimicrobiia,UBA5794,ZC4RG35,JANQRA01
Patescibacteriota,Saccharimonadia,Saccharimonadales,UBA5946,JAPUFB01
Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,RXOA01
Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,CAIMFV01
Pseudomonadota,Alphaproteobacteria,JAVJRE01,JAVJRE01,JAVJRE01
Bacillota,Bacilli,RFN20,CAG-826,CAMKFP01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella_A
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,QY30
Bacillota,Bacilli,RF39,UBA660,UBA6448
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella
Patescibacteriota,Patescibacteriia,2-12-FULL-60-25,2-12-FULL-60-25,MWCR01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Caproiciproducens
Desulfobacterota,Syntrophobacteria,BM002,BM002,BM002
Bacillota,Clostridia,UBA1381,UBA1381,HGM11530
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella_A
Bacillota,Clostridia,Christensenellales,CAG-314,SFEB01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bin134,Poriferisocius
Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,CAJVZX01
Planctomycetota,Planctomycetia,Pirellulales,PALSA-1355,JTS-RE94
Desulfobacterota,Desulfobacteria,Desulfobacterales,JAFDDL01,JBECKW01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pusillimonas_C
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Piscinibacter
Bacillota,Clostridia,Christensenellales,UBA1242,CAJKWP01
Pseudomonadota,Gammaproteobacteria,Acidiferrobacterales,UBA6901,UBA6901
Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA2245,UBA2245
Bacteroidota,Bacteroidia,Bacteroidales,UBA932,JAIRNF01
Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6170
Patescibacteriota,Gracilibacteria,Peribacterales,Peribacteraceae,2-02-FULL-49-16
Calditrichota,Calditrichia,RBG-13-44-9,J075,JAGRBF01
Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,Nitrospira_E
Pseudomonadota,Gammaproteobacteria,Rariloculales,Rariloculaceae,DATBLZ01
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,CANMSI01
Nitrospirota,Nitrospiria,SBBL01,JAADHI01,DUAG01
Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,STD2-154
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA001735715
Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pelobium
Patescibacteriota,Patescibacteriia,Patescibacteriales,Patescibacteriaceae,UBA1359
Sumerlaeota,Sumerlaeia,UBA8349,UBA8349,DAOPYU01
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lonsdalea
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum
Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Rubneribacter
Bacillota,Clostridia,Oscillospirales,Butyricicoccaceae,SIG471
Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_K
Pseudomonadota,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Thalassobaculum_A
Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JAPKYZ01
Bacteroidota,Bacteroidia,B-17B0,B-17BO,Aurantibacillus
Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,JAJYVT01
Bacillota,Bacilli,RF39,UBA660,RUG705
Pseudomonadota,Alphaproteobacteria,Paracaedibacterales,UBA11393,UBA11393
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103
Patescibacteriota,Patescibacteriia,UBA9570,UBA9570,JBAZWO01
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDLO01
Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Parvibacter
Patescibacteriota,WWE3,UBA101185,UBA10185,UBA8498
Bacteroidota,Bacteroidia,Flavobacteriales,Sanyastnellaceae,UA16
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,RUG12461
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Lichenicola
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,CAJFPI01
Pseudomonadota,Gammaproteobacteria,Nitrococcales,Aquisalimonadaceae,Aquisalimonas
Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,Bin94
Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JALSIX01
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,UBA10906
Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Marmoricola
Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Terrabacter
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,B3T1B10
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstiella
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,DATNPH01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Z2-YC6860
Bacillota,Clostridia,Christensenellales,CAG-917,CAG-1138
Desulfobacterota,Desulfuromonadia,Desulfuromonadales,BM103,JAFDBW01
Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus
Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Marinococcus
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella_B
Pseudomonadota,Gammaproteobacteria,PS1,Pseudothioglobaceae,SZUA-1055
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,CANJXF01,CANJXF01
SZUA-79,SZUA-79,Acidulodesulfobacterales,Acidulodesulfobacteraceae,Acidulodesulfobacterium
Actinomycetota,Acidimicrobiia,UBA5794,JAENVV01,GCA-020352575
Bacteroidota,Bacteroidia,Chitinophagales,CAIODY01,CAIODY01
Patescibacteriota,Microgenomatia,UBA1400,UBA12028,PSRQ01
Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfatitalea
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,JAHQVY01
Bacillota,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfitobacterium
Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JAFLBI01
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidibrevibacterium
Actinomycetota,Actinomycetes,S36-B12,S36-B12,UBA4592
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,RGIG7949
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA8653
Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,QNES01
Acidobacteriota,Terriglobia,Terriglobales,SbA1,JAIQFF01
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,JASJDJ01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Accumulibacter
Pseudomonadota,Gammaproteobacteria,Burkholderiales,SG8-40,SG8-40
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,UMGS1370
Planctomycetota,Phycisphaerae,UBA1845,UTPLA1,JADJRI01
Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,JAAYVN01
Bacillota,Clostridia,Christensenellales,CAG-138,CAG-1024
Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,CAIYRG01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,UBA7109
Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UMGS1477
Bacillota,Bacilli,RFN20,CAG-826,UBA1424
Chloroflexota,Dehalococcoidia,Tepidiformales,Tepidiformaceae,Tepidiforma
Actinomycetota,CADDZG01,JAHWKV01,JAHWKV01,JAHWKV01
Latescibacterota,UBA2968,UBA2968,UBA2968,VXRD01
Patescibacteriota,Microgenomatia,0-14-0-10-38-17,0-14-0-10-38-17,JAQVFF01
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,RGIG4131
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Rugosibacter
Pseudomonadota,Magnetococcia,Magnetococcales,Magnetaquicoccaceae,JAANAU01
Bacillota,Clostridia,Christensenellales,CAG-138,JAEYLA01
Bacillota,Bacilli,RF39,UBA660,Faecenecus
Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Thermophilibacter
Bacillota,Bacilli,RF39,UBA660,DAOOPL01
Pseudomonadota,Gammaproteobacteria,Coxiellales,Coxiellaceae,2-02-FULL-42-43
Patescibacteriota,Saccharimonadia,Saccharimonadales,SDRK01,SDRK01
