phylum,class,order,family,genus
Chloroflexota,Ardenticatenia,Candidatus Promineifilales,Candidatus Promineifilaceae,Candidatus Promineifilum
Bacillota,Bacilli,Bacillales,Caryophanaceae,Tetzosporium
Bacillota,Bacilli,Bacillales,Bacillaceae,Lottiidibacillus
Rhodothermota,Rhodothermia,Rhodothermales,Rubricoccaceae,Rubricoccus
Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Vulcanococcus
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Petroclostridium
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Elstera
Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Parenemella
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Paludifilum
Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,Thiomonas
Bacillota,Bacilli,Bacillales,Bacillaceae,Domibacillus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Boseongicola
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Maliponia
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Flavimaricola
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Massiliimalia
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Dehalobacterium
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira
Pseudomonadota,Alphaproteobacteria,Parvularculales,Parvularculaceae,Amphiplicatus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Antarctobacter
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Humidesulfovibrio
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodovibrionaceae,Tistlia
Bacteroidota,Cytophagia,Cytophagales,Reichenbachiellaceae,Ekhidna
Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,Anaerovirgula
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Paraphotobacterium
Bacillota,Clostridia,Natranaerobiales,Natranaerobiaceae,Natranaerobius
Pseudomonadota,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Geofilum
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Marinibacterium
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylovulum
Chloroflexota,Thermoflexia,Thermoflexales,Thermoflexaceae,Thermoflexus
Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,Arboricoccus
Bacillota,Clostridia,Moorellales,Calderihabitantaceae,Calderihabitans
Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Alkalitalea
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Fimbriiglobus
Bacillota,Bacilli,Bacillales,Bacillaceae,Pseudobacillus
Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Brevefilum
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Marininema
Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Garciella
Bacillota,Bacilli,Bacillales,Caryophanaceae,Indiicoccus
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Intestinibacillus
Pseudomonadota,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix
Pseudomonadota,Gammaproteobacteria,Thiotrichales,NA,Thioflexithrix
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,Pseudorhodoplanes
Campylobacterota,Desulfurellia,Desulfurellales,Desulfurellaceae,Desulfurella
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pseudoruegeria
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Aquimixticola
Pseudomonadota,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Oceanibacterium
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseisalinus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudooctadecabacter
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ketogulonicigenium
Pseudomonadota,Alphaproteobacteria,Holosporales,Candidatus Nucleicultricaceae,Candidatus Nucleicultrix
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Oceanicoccus
Planctomycetota,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Sedimentisphaera
Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Massilibacteroides
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agreia
Pseudomonadota,Magnetococcia,Magnetococcales,Magnetococcaceae,Magnetofaba
Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Aquidulcibacter
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Planktotalea
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Cognaticolwellia
Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Pseudogulbenkiania
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Cnuibacter
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermoactinospora
Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfocicer
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Papillibacter
Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Andreprevotia
Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfacinum
Bacillota,Clostridia,Moorellales,Moorellaceae,Thermanaeromonas
Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfonispora
Pseudomonadota,Gammaproteobacteria,Chromatiales,Oceanococcaceae,Oceanococcus
Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Marispirochaeta
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Xaviernesmea
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Metallibacterium
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Manganibacter
Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfamplus
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Riesia
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloprofundus
Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia
Aquificota,Aquificia,Aquificales,Aquificaceae,Thermocrinis
Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Phoenicibacter
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Provencibacterium
Bacillota,Bacilli,Bacillales,Bacillaceae,Marinococcus
Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Krasilnikoviella
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Okibacterium
Bacillota,Clostridia,Peptostreptococcales,Caminicellaceae,Maledivibacter
Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Daejeonella
Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Soonwooa
Bacillota,Clostridia,Peptostreptococcales,Tepidibacteraceae,Alkalithermobacter
Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Ferroacidibacillus
Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfococcus
Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,Selenihalanaerobacter
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Paucidesulfovibrio
Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Pilibacter
Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter
Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVI. Incertae Sedis,Carboxydocella
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,Enhydrobacter
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Anaerorhabdus
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Consotaella
Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiosocius
Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Izhakiella
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Neoasaia
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Novibacillus
Bacillota,Bacilli,Bacillales,Sporolactobacillaceae,Caenibacillus
Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Pseudocolwellia
Planctomycetota,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Limihaloglobus
Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mobilibacterium
Bacillota,Bacilli,Bacillales,Abyssicoccaceae,Abyssicoccus
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstiella
Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Pseudofrankia
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Alkanindiges
Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidihalobacter
Bacillota,NA,NA,NA,Negativibacillus
Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodosinus
Bacillota,Bacilli,Bacillales,Bacillaceae,Edaphobacillus
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Novispirillaceae,Insolitispirillum
Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Vaginimicrobium
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Salaquimonadaceae,Salaquimonas
Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Picosynechococcus
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Merdibacter
Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Ileibacterium
Cyanobacteriota,Cyanophyceae,Coleofasciculales,Coleofasciculaceae,Moorena
Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Labilibacter
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Boudabousia
Myxococcota,NA,Polyangiales,Polyangiaceae,Pajaroellobacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae,Mongoliimonas
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Vannielia
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Sulfurivirga
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio
Synergistota,Synergistia,Synergistales,Acetomicrobiaceae,Acetomicrobium
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Segnochrobactraceae,Pseudoxanthobacter
Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Chroogloeocystis
Cyanobacteriota,Cyanophyceae,Pleurocapsales,Hydrococcaceae,Hydrococcus
Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes
Bacillota,Clostridia,Eubacteriales,Syntrophomonadaceae,Thermosyntropha
Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfatibacillaceae,Desulfatibacillum
Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobius
Bacteroidota,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Tangfeifania
Bacillota,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Caldanaerovirga
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hespellia
Bacillota,Tissierellia,Tissierellales,Thermohalobacteraceae,Caloranaerobacter
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Seinonella
Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Asaccharospora
Bacillota,Clostridia,Peptostreptococcales,Thermotaleaceae,Geosporobacter
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Sporobacter
Bacillota,Clostridia,Eubacteriales,Proteinivoraceae,Anaerobranca
Bacillota,Clostridia,Peptostreptococcales,Caminicellaceae,Paramaledivibacter
Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Hydrocarboniphaga
Bacillota,Tissierellia,NA,NA,Dethiosulfatibacter
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Parasporobacterium
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudozobellia
Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Schwartzia
Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Malonomonas
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cognatiyoonia
Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chishuiella
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Cnuella
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ferrithrix
Bacillota,Tissierellia,Tissierellales,Sporanaerobacteraceae,Sporanaerobacter
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Lactonifactor
Bacillota,Bacilli,Bacillales,Salinicoccaceae,Lacicoccus
Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium
Cyanobacteriota,Cyanophyceae,Spirulinales,Spirulinaceae,Spirulina
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Tardibacter
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Granulibacter
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Mediterranea
Bacillota,NA,NA,NA,Ndongobacter
Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Rappaport
Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea
Myxococcota,Myxococcia,Myxococcales,Archangiaceae,Cystobacter
Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Natronohydrobacter
Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Murdochiella
Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Mangrovactinospora
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pustulibacterium
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Lishizhenia
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Poseidonocella
Bacillota,Clostridia,Eubacteriales,Desulfallaceae,Desulfoscipio
Pseudomonadota,Gammaproteobacteria,Thiohalospirales,Thiohalospiraceae,Thiohalospira
Bacillota,Clostridia,Peptostreptococcales,Tindalliaceae,Tindallia
Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Acetitomaculum
Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Desemzia
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tranquillimonas
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomicrobium
Bacteroidota,Cytophagia,Cytophagales,Thermoflexibacteraceae,Thermoflexibacter
Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Thermodesulforhabdaceae,Thermodesulforhabdus
Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Algoriella
Bacteroidota,Cytophagia,Cytophagales,Flexibacteraceae,Flexibacter
Spirochaetota,Spirochaetia,Brevinematales,Brevinemataceae,Brevinema
Bacillota,Clostridia,Eubacteriales,Desulfallaceae,Desulfotruncus
Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Arsenicibacter
Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Pisciglobus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Albimonas
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Parafilimonas
Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Fontimonas
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aerobium
Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Formivibrio
Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter
Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Trujillonella
Cyanobacteriota,Cyanophyceae,Gloeomargaritales,Gloeomargaritaceae,Gloeomargarita
Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Propionispira
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Afifellaceae,Faunimonas
Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,Natronincola
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Allopseudospirillum
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Lihuaxuella
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Salinihabitans
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Marinovum
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Oceanicella
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas
Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Isobaculum
Bacillota,Bacilli,Bacillales,Staphylococcaceae,Aliicoccus
Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Austwickia
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Traorella
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Angelakisella
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Merdimmobilis
Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter
Actinomycetota,Thermoleophilia,Thermoleophilales,Thermoleophilaceae,Thermoleophilum
Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Millionella
Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Alterileibacterium
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Citreimonas
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnobacterium
Bacillota,Tissierellia,Tissierellales,Tepidimicrobiaceae,Tepidimicrobium
Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Lentibacter
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rubrimonas
Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellamassilia
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Allgaiera
Bacillota,Clostridia,Eubacteriales,NA,Proteiniborus
Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Hydrobacter
Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Rhodonellum
Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parafannyhessea
Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinasiproducens
Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Friedmanniella
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Maridesulfovibrio
Bacillota,Clostridia,Halanaerobiales,Halarsenatibacteraceae,Halarsenatibacter
Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Kaistiaceae,Bauldia
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospira
Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Williamwhitmania
Bacillota,Bacilli,Bacillales,Bacillaceae,Natribacillus
Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Dolosicoccus
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Filomicrobium
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Roseospirillum
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kriegella
Bacillota,Bacilli,Bacillales,Bacillaceae,Pelagirhabdus
Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Thermostaphylospora
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetanaerobacterium
Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Dendrosporobacter
Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella
Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Sporolituus
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Oryzisolibacter
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodovibrionaceae,Limimonas
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Meinhardsimonia
Bacillota,Bacilli,Bacillales,Bacillaceae,Tenuibacillus
Bacillota,Tissierellia,Tissierellales,Gottschalkiaceae,Andreesenia
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfonatronaceae,Desulfonatronum
Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfonauticaceae,Desulfonauticus
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Aquimonas
Bacillota,Clostridia,Peptostreptococcales,Acidaminobacteraceae,Acidaminobacter
Pseudomonadota,Gammaproteobacteria,Thiohalomonadales,Thiohalomonadaceae,Thiohalomonas
Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halofilum
Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Parafrankia
Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Floricoccus
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Kozakia
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Merdimonas
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobium
